"","day","site","new_customer","platform","visits","distinct_sessions","orders","gross_sales","bounces","add_to_cart","product_page_views","search_page_views","conversion_rate","bounce_rate","add_to_cart_rate"
"19662","0013-12-14","Pinnacle","1","BlackBerry",0,0,0,27816.4489795918,0,0,0,0,0,0,0
"19663","0013-12-14","Pinnacle","1","MacOSX",9,6,4,916,2,5,16,21,0.444444444444444,0.222222222222222,0.555555555555556
"19664","0013-12-14","Pinnacle","1","ChromeOS",0,0,0,15,0,0,0,1,0,0,0
"19665","0013-12-14","Sortly","1","iOS",208,140,95,10426,57,117,339,397,0.456730769230769,0.274038461538462,0.5625
"19669","0013-12-14","Botly","0","Android",52,49,52,7571,0,52,0,0,1,0,1
"19670","0013-12-14","Acme","0","Linux",148,97,23,3096,36,46,614,1188,0.155405405405405,0.243243243243243,0.310810810810811
"19671","0013-12-14","Botly","1","Android",19,18,19,2001,0,19,0,0,1,0,1
"19673","0013-12-14","Acme","0","WindowsPhone",25,17,3,412,6,6,61,116,0.12,0.24,0.24
"19677","0013-12-14","Acme","0","MacOSX",11860,7865,1977,326091,3212,3113,40196,79411,0.166694772344014,0.270826306913997,0.26247892074199
"19679","0013-12-14","Pinnacle","0","ChromeOS",1,0,0,204,1,0,1,1,0,1,0
"19682","0013-12-15","Pinnacle","0","Linux",1,1,0,33985.4,1,0,2,4,0,1,0
"19683","0013-12-15","Acme","0","ChromeOS",91,63,17,2173,18,27,317,652,0.186813186813187,0.197802197802198,0.296703296703297
"19685","0013-12-15","Pinnacle","0","BlackBerry",0,0,0,33985.4,0,0,0,0,0,0,0
"19686","0013-12-15","Acme","1","BlackBerry",1,0,0,50,0,1,1,1,0,0,1
"19690","0013-12-15","Widgetry","1","iOS",29,28,29,3634,0,29,603,524,1,0,1
"19691","0013-12-15","Acme","1","MacOSX",952,602,610,74671,150,662,3373,5764,0.640756302521008,0.157563025210084,0.695378151260504
"19692","0013-12-15","Acme","1","ChromeOS",13,8,9,949,1,10,46,77,0.692307692307692,0.0769230769230769,0.769230769230769
"19694","0013-12-15","Pinnacle","0","iOS",95,74,10,2558,40,21,160,287,0.105263157894737,0.421052631578947,0.221052631578947
"19695","0013-12-15","Pinnacle","0","MacOSX",142,108,12,4810,66,25,296,497,0.0845070422535211,0.464788732394366,0.176056338028169
"19697","0013-12-15","Pinnacle","0","ChromeOS",0,0,0,33985.4,0,0,1,0,0,0,0
"19699","0013-12-15","Pinnacle","0","Windows",101,76,12,3090,34,24,222,379,0.118811881188119,0.336633663366337,0.237623762376238
"19700","0013-12-15","Acme","0","Windows",13510,9262,3029,441876,2429,4622,50272,101693,0.22420429311621,0.17979274611399,0.342116950407106
"19702","0013-12-15","Acme","0","Linux",145,102,23,2845,32,45,540,1151,0.158620689655172,0.220689655172414,0.310344827586207
"19703","0013-12-15","Sortly","1","Android",79,49,30,3257,18,45,154,230,0.379746835443038,0.227848101265823,0.569620253164557
"19704","0013-12-15","Sortly","0","MacOSX",13,10,3,387,5,4,25,30,0.230769230769231,0.384615384615385,0.307692307692308
"19706","0013-12-15","Botly","0","Android",55,52,55,7130,0,55,2,3,1,0,1
"19707","0013-12-15","Pinnacle","1","Windows",18,11,8,1437,4,10,38,68,0.444444444444444,0.222222222222222,0.555555555555556
"19708","0013-12-15","Acme","0","BlackBerry",6,5,0,10,1,1,15,33,0,0.166666666666667,0.166666666666667
"19709","0013-12-15","Sortly","0","Windows",14,11,5,546,4,7,32,21,0.357142857142857,0.285714285714286,0.5
"19712","0013-12-15","Pinnacle","1","ChromeOS",0,0,0,33985.4,0,0,0,0,0,0,0
"19713","0013-12-15","Acme","1","Linux",26,17,18,1770,4,20,92,137,0.692307692307692,0.153846153846154,0.769230769230769
"19714","0013-12-15","Acme","1","Android",83,60,57,5781,9,65,304,489,0.686746987951807,0.108433734939759,0.783132530120482
"19719","0013-12-15","Pinnacle","1","MacOSX",10,7,5,1310,2,5,22,41,0.5,0.2,0.5
"19721","0013-12-15","Sortly","0","Linux",4,3,1,54,1,2,7,23,0.25,0.25,0.5
"19723","0013-12-15","Acme","0","WindowsPhone",21,16,2,239,4,5,66,135,0.0952380952380952,0.19047619047619,0.238095238095238
"19725","0013-12-15","Sortly","1","MacOSX",3,2,2,200,0,3,6,2,0.666666666666667,0,1
"19726","0013-12-15","Pinnacle","1","Linux",0,0,0,9,0,0,2,5,0,0,0
"19727","0013-12-15","Acme","1","iOS",812,534,524,61387,118,586,2826,4309,0.645320197044335,0.145320197044335,0.721674876847291
"19729","0013-12-15","Sortly","0","BlackBerry",0,0,0,33985.4,0,0,0,0,0,0,0
"19732","0013-12-15","Pinnacle","1","Android",1,0,1,85,0,1,2,2,1,0,1
"19733","0013-12-15","Tabular","0","iOS",338,318,338,59247,0,338,3459,4762,1,0,1
"19736","0013-12-15","Acme","1","Windows",2289,1451,1492,161204,353,1636,7413,12862,0.651813018785496,0.154215814766273,0.714722586282219
"19737","0013-12-15","Pinnacle","0","Android",7,5,1,112,3,2,17,37,0.142857142857143,0.428571428571429,0.285714285714286
"19740","0013-12-15","Sortly","0","WindowsPhone",0,0,0,33985.4,0,0,0,0,0,0,0
"19742","0013-12-15","Sortly","1","iOS",219,144,98,10733,60,121,361,411,0.447488584474886,0.273972602739726,0.552511415525114
"19744","0013-12-15","Pinnacle","1","iOS",9,6,3,797,3,5,20,44,0.333333333333333,0.333333333333333,0.555555555555556
"19745","0013-12-15","Tabular","1","iOS",30,28,30,4356,0,30,198,308,1,0,1
"19746","0013-12-15","Acme","0","MacOSX",13265,8735,2349,388220,3601,3609,46039,90952,0.177082548058801,0.271466264606106,0.272069355446664
"19747","0013-12-15","Acme","1","WindowsPhone",2,1,1,113,1,1,4,5,0.5,0.5,0.5
"19748","0013-12-15","Acme","0","iOS",7323,5195,1356,203475,1628,2316,24193,44720,0.185170012290045,0.222313259593063,0.316263826300696
"19750","0013-12-15","Botly","1","Android",17,15,17,1933,0,17,0,1,1,0,1
"19751","0013-12-15","Sortly","1","Linux",1,0,1,58,0,1,1,4,1,0,1
"19752","0013-12-15","Widgetry","0","iOS",300,281,300,42019,0,300,8667,7086,1,0,1
"19757","0013-12-15","Sortly","1","Windows",8,6,6,605,1,6,20,10,0.75,0.125,0.75
"19758","0013-12-15","Acme","0","Android",585,436,65,7960,139,153,1693,3626,0.111111111111111,0.237606837606838,0.261538461538462
"19759","0013-12-15","Sortly","0","Android",404,288,34,4279,137,112,835,1362,0.0841584158415842,0.339108910891089,0.277227722772277
"19761","0013-12-15","Sortly","0","iOS",1558,1215,190,23597,461,424,2913,3567,0.121951219512195,0.29589216944801,0.27214377406932
"19762","0013-12-16","Acme","1","Linux",26,17,17,1624,4,19,76,155,0.653846153846154,0.153846153846154,0.730769230769231
"19766","0013-12-16","Acme","0","ChromeOS",83,56,16,2298,16,26,304,584,0.192771084337349,0.192771084337349,0.313253012048193
"19768","0013-12-16","Acme","0","Linux",135,96,21,2538,31,41,461,853,0.155555555555556,0.22962962962963,0.303703703703704
"19769","0013-12-16","Acme","0","Android",553,412,53,6699,135,128,1387,2825,0.0958408679927667,0.244122965641953,0.231464737793852
"19770","0013-12-16","Pinnacle","0","ChromeOS",0,0,0,36028,0,0,2,2,0,0,0
"19771","0013-12-16","Pinnacle","0","BlackBerry",0,0,0,36028,0,0,0,0,0,0,0
"19773","0013-12-16","Sortly","0","WindowsPhone",0,0,0,36028,0,0,1,0,0,0,0
"19774","0013-12-16","Sortly","1","Linux",1,1,1,43,0,1,1,1,1,0,1
"19775","0013-12-16","Sortly","1","MacOSX",3,2,2,203,1,2,3,1,0.666666666666667,0.333333333333333,0.666666666666667
"19779","0013-12-16","Pinnacle","1","Android",1,0,1,205,0,1,2,5,1,0,1
"19780","0013-12-16","Sortly","0","Android",437,311,31,3914,144,103,724,1188,0.0709382151029748,0.329519450800915,0.235697940503432
"19781","0013-12-16","Acme","1","ChromeOS",11,7,7,848,2,8,32,45,0.636363636363636,0.181818181818182,0.727272727272727
"19783","0013-12-16","Acme","1","iOS",613,409,394,45398,91,443,1873,2735,0.642740619902121,0.148450244698206,0.722675367047308
"19785","0013-12-16","Botly","0","Android",55,52,55,7364,0,55,2,2,1,0,1
"19786","0013-12-16","Pinnacle","1","Windows",24,15,12,2266,7,14,36,61,0.5,0.291666666666667,0.583333333333333
"19787","0013-12-16","Pinnacle","1","MacOSX",11,7,5,1044,3,6,11,12,0.454545454545455,0.272727272727273,0.545454545454545
"19788","0013-12-16","Acme","1","WindowsPhone",3,1,1,118,1,1,7,17,0.333333333333333,0.333333333333333,0.333333333333333
"19793","0013-12-16","Pinnacle","0","Linux",1,1,0,19,1,1,1,3,0,1,1
"19798","0013-12-16","Sortly","0","iOS",1609,1262,183,24152,472,400,2476,3004,0.113735239279055,0.293349906774394,0.248601615910503
"19801","0013-12-16","Acme","0","iOS",5911,4297,1062,156234,1319,1828,17493,31817,0.179665031297581,0.223143292167146,0.309253933344612
"19803","0013-12-16","Acme","0","Windows",19669,13472,4157,599595,3435,6385,62909,127014,0.211347806192486,0.174640296913925,0.324622502414968
"19806","0013-12-16","Acme","0","BlackBerry",8,6,1,108,2,2,8,24,0.125,0.25,0.25
"19810","0013-12-16","Botly","1","Android",17,16,17,2087,0,17,1,1,1,0,1
"19811","0013-12-16","Sortly","0","MacOSX",13,11,4,500,6,5,27,21,0.307692307692308,0.461538461538462,0.384615384615385
"19814","0013-12-16","Pinnacle","1","iOS",7,6,4,909,2,5,17,22,0.571428571428571,0.285714285714286,0.714285714285714
"19815","0013-12-16","Acme","1","Windows",2980,1871,1919,216812,470,2112,8772,14944,0.643959731543624,0.157718120805369,0.708724832214765
"19816","0013-12-16","Acme","0","MacOSX",13353,8886,2313,386405,3630,3533,40945,79910,0.173219501235677,0.27184902269153,0.26458473751217
"19817","0013-12-16","Acme","1","BlackBerry",0,0,0,31,0,0,1,1,0,0,0
"19818","0013-12-16","Tabular","0","iOS",252,237,252,41183,0,252,2452,3351,1,0,1
"19819","0013-12-16","Acme","0","WindowsPhone",19,14,2,244,4,4,38,82,0.105263157894737,0.210526315789474,0.210526315789474
"19820","0013-12-16","Sortly","0","Linux",3,2,1,53,1,1,4,7,0.333333333333333,0.333333333333333,0.333333333333333
"19821","0013-12-16","Pinnacle","0","Windows",153,113,17,4273,60,31,283,476,0.111111111111111,0.392156862745098,0.202614379084967
"19822","0013-12-16","Sortly","1","Android",91,56,33,3164,22,50,140,208,0.362637362637363,0.241758241758242,0.549450549450549
"19823","0013-12-16","Sortly","1","Windows",11,8,7,767,2,9,28,11,0.636363636363636,0.181818181818182,0.818181818181818
"19825","0013-12-16","Pinnacle","1","Linux",0,0,0,36028,0,0,0,0,0,0,0
"19826","0013-12-16","Sortly","0","Windows",32,19,6,637,11,9,60,62,0.1875,0.34375,0.28125
"19828","0013-12-16","Pinnacle","0","MacOSX",131,103,12,3503,65,26,246,410,0.0916030534351145,0.49618320610687,0.198473282442748
"19829","0013-12-16","Pinnacle","0","Android",8,5,0,57,4,2,11,16,0,0.5,0.25
"19830","0013-12-16","Tabular","1","iOS",21,20,21,3104,0,21,185,269,1,0,1
"19838","0013-12-16","Acme","1","MacOSX",911,579,584,71943,142,638,3035,5044,0.641053787047201,0.155872667398463,0.70032930845225
"19839","0013-12-16","Widgetry","0","iOS",308,289,308,44538,0,308,7543,6133,1,0,1
"19840","0013-12-16","Widgetry","1","iOS",27,26,27,3530,0,27,490,488,1,0,1
"19841","0013-12-16","Sortly","1","iOS",232,153,103,11476,60,130,336,373,0.443965517241379,0.258620689655172,0.560344827586207
"19842","0013-12-16","Pinnacle","0","iOS",80,62,7,1767,34,17,147,227,0.0875,0.425,0.2125
"19843","0013-12-16","Acme","1","Android",75,55,52,5312,6,59,251,398,0.693333333333333,0.08,0.786666666666667
"19844","0013-12-17","Acme","1","Android",73,52,47,5137,9,55,227,368,0.643835616438356,0.123287671232877,0.753424657534247
"19845","0013-12-17","Acme","1","MacOSX",875,531,536,66184,147,588,2887,4816,0.612571428571429,0.168,0.672
"19846","0013-12-17","Pinnacle","0","iOS",76,61,7,1948,31,17,141,248,0.0921052631578947,0.407894736842105,0.223684210526316
"19849","0013-12-17","Sortly","1","Linux",1,0,0,23,0,0,1,2,0,0,0
"19851","0013-12-17","Acme","0","Linux",129,94,20,2551,30,39,443,953,0.155038759689922,0.232558139534884,0.302325581395349
"19853","0013-12-17","Pinnacle","1","ChromeOS",0,0,0,28,0,0,1,2,0,0,0
"19855","0013-12-17","Widgetry","0","iOS",322,302,322,46174,0,322,8040,6495,1,0,1
"19856","0013-12-17","Pinnacle","0","Linux",0,0,0,33764.5625,0,0,1,1,0,0,0
"19857","0013-12-17","Sortly","0","Android",435,306,37,4446,148,108,722,1229,0.0850574712643678,0.340229885057471,0.248275862068966
"19858","0013-12-17","Sortly","1","ChromeOS",0,0,0,33764.5625,0,0,0,0,0,0,0
"19859","0013-12-17","Tabular","0","iOS",256,241,256,42980,0,256,2376,3325,1,0,1
"19860","0013-12-17","Sortly","1","MacOSX",3,2,2,240,0,2,3,2,0.666666666666667,0,0.666666666666667
"19862","0013-12-17","Pinnacle","1","iOS",8,5,4,746,2,5,10,8,0.5,0.25,0.625
"19863","0013-12-17","Pinnacle","0","Windows",148,113,15,3904,58,33,299,521,0.101351351351351,0.391891891891892,0.222972972972973
"19864","0013-12-17","Pinnacle","0","MacOSX",132,102,12,3757,64,24,290,489,0.0909090909090909,0.484848484848485,0.181818181818182
"19865","0013-12-17","Botly","1","Android",18,17,18,2174,0,18,2,2,1,0,1
"19867","0013-12-17","Acme","0","Windows",19001,12914,3987,578337,3353,6119,62218,125515,0.209831061523078,0.176464396610705,0.322035682332509
"19868","0013-12-17","Acme","1","WindowsPhone",3,1,1,150,0,2,8,7,0.333333333333333,0,0.666666666666667
"19870","0013-12-17","Acme","0","iOS",5610,4018,1040,155536,1255,1772,17012,30685,0.185383244206774,0.223707664884135,0.315864527629234
"19873","0013-12-17","Pinnacle","0","WindowsPhone",0,0,0,33764.5625,0,0,0,0,0,0,0
"19875","0013-12-17","Sortly","0","iOS",1596,1233,195,25468,467,419,2483,3192,0.12218045112782,0.292606516290727,0.262531328320802
"19876","0013-12-17","Acme","0","MacOSX",12989,8527,2270,376616,3567,3432,40783,79247,0.174763261221033,0.274616983601509,0.26422357379321
"19877","0013-12-17","Tabular","1","iOS",18,17,18,2615,0,18,148,206,1,0,1
"19879","0013-12-17","Acme","1","Windows",2921,1758,1826,210000,455,2012,8770,14991,0.625128380691544,0.15576857240671,0.688805203697364
"19882","0013-12-17","Acme","1","BlackBerry",1,0,0,5,0,0,2,2,0,0,0
"19883","0013-12-17","Acme","0","BlackBerry",6,4,0,73,1,1,12,33,0,0.166666666666667,0.166666666666667
"19884","0013-12-17","Sortly","1","iOS",253,159,99,11258,65,130,368,411,0.391304347826087,0.256916996047431,0.513833992094862
"19886","0013-12-17","Pinnacle","1","Linux",0,0,0,4,0,0,0,1,0,0,0
"19888","0013-12-17","Acme","1","iOS",617,400,385,46566,94,432,2018,3029,0.623987034035656,0.152350081037277,0.700162074554295
"19889","0013-12-17","Pinnacle","0","Android",9,6,1,133,4,1,15,29,0.111111111111111,0.444444444444444,0.111111111111111
"19891","0013-12-17","Acme","1","ChromeOS",13,8,8,729,2,10,24,36,0.615384615384615,0.153846153846154,0.769230769230769
"19893","0013-12-17","Sortly","1","Android",94,57,32,3469,25,50,132,179,0.340425531914894,0.265957446808511,0.531914893617021
"19894","0013-12-17","Acme","1","Linux",27,17,17,1649,4,20,75,121,0.62962962962963,0.148148148148148,0.740740740740741
"19898","0013-12-17","Pinnacle","0","ChromeOS",0,0,0,28,0,0,1,1,0,0,0
"19899","0013-12-17","Sortly","0","Windows",26,12,5,722,10,8,35,21,0.192307692307692,0.384615384615385,0.307692307692308
"19902","0013-12-17","Botly","0","Android",63,58,63,8805,0,63,4,2,1,0,1
"19903","0013-12-17","Widgetry","1","iOS",31,30,31,3746,0,31,627,537,1,0,1
"19905","0013-12-17","Acme","0","ChromeOS",73,54,13,1605,14,22,234,465,0.178082191780822,0.191780821917808,0.301369863013699
"19907","0013-12-17","Acme","0","Android",552,409,60,7394,134,142,1418,2905,0.108695652173913,0.242753623188406,0.257246376811594
"19909","0013-12-17","Sortly","1","Windows",11,8,7,805,2,8,24,20,0.636363636363636,0.181818181818182,0.727272727272727
"19913","0013-12-17","Pinnacle","1","MacOSX",13,8,6,1205,4,8,16,25,0.461538461538462,0.307692307692308,0.615384615384615
"19918","0013-12-17","Sortly","0","Linux",2,2,1,54,0,1,9,14,0.5,0,0.5
"19919","0013-12-17","Acme","0","WindowsPhone",22,16,1,165,5,4,45,118,0.0454545454545455,0.227272727272727,0.181818181818182
"19920","0013-12-17","Pinnacle","1","Windows",26,17,12,2458,7,14,50,74,0.461538461538462,0.269230769230769,0.538461538461538
"19921","0013-12-17","Sortly","0","MacOSX",10,9,3,329,4,4,16,10,0.3,0.4,0.4
"19924","0013-12-17","Pinnacle","1","Android",1,1,1,149,0,1,2,1,1,0,1
"19926","0013-12-18","Acme","1","WindowsPhone",3,2,2,240,0,2,5,4,0.666666666666667,0,0.666666666666667
"19927","0013-12-18","Acme","0","iOS",5102,3673,936,140734,1139,1588,14810,27289,0.183457467659741,0.223245785966288,0.31125049000392
"19928","0013-12-18","Tabular","1","iOS",16,15,16,2432,0,16,114,148,1,0,1
"19929","0013-12-18","Acme","0","Linux",123,87,20,2551,28,36,369,812,0.16260162601626,0.227642276422764,0.292682926829268
"19931","0013-12-18","Botly","1","Android",19,18,19,2293,0,19,2,2,1,0,1
"19934","0013-12-18","Pinnacle","0","WindowsPhone",0,0,0,29630.8163265306,0,0,1,1,0,0,0
"19936","0013-12-18","Sortly","0","iOS",1493,1147,180,23060,432,394,2311,2807,0.120562625586068,0.289350301406564,0.263898191560616
"19937","0013-12-18","Pinnacle","1","MacOSX",13,7,5,1549,4,7,24,37,0.384615384615385,0.307692307692308,0.538461538461538
"19940","0013-12-18","Sortly","0","MacOSX",11,8,2,239,5,3,18,18,0.181818181818182,0.454545454545455,0.272727272727273
"19943","0013-12-18","Acme","0","ChromeOS",68,47,13,1524,14,20,199,390,0.191176470588235,0.205882352941176,0.294117647058824
"19944","0013-12-18","Sortly","1","Windows",8,5,5,500,2,5,12,12,0.625,0.25,0.625
"19946","0013-12-18","Pinnacle","0","MacOSX",133,105,12,3389,65,24,240,491,0.0902255639097744,0.488721804511278,0.180451127819549
"19947","0013-12-18","Acme","1","Windows",2711,1627,1691,188871,414,1868,8308,14437,0.623755071929177,0.152711176687569,0.689044632976761
"19948","0013-12-18","Acme","0","Android",526,382,60,7227,128,130,1386,2786,0.114068441064639,0.243346007604563,0.247148288973384
"19949","0013-12-18","Acme","1","MacOSX",845,502,506,62387,140,556,2814,4770,0.598816568047337,0.165680473372781,0.657988165680473
"19950","0013-12-18","Sortly","1","Linux",1,0,0,6,0,0,0,0,0,0,0
"19951","0013-12-18","Acme","0","WindowsPhone",24,15,3,298,7,5,40,76,0.125,0.291666666666667,0.208333333333333
"19952","0013-12-18","Sortly","0","BlackBerry",0,0,0,29630.8163265306,0,0,0,0,0,0,0
"19953","0013-12-18","Acme","1","BlackBerry",0,0,0,10,0,0,0,0,0,0,0
"19955","0013-12-18","Sortly","0","Windows",16,13,4,595,4,7,34,28,0.25,0.25,0.4375
"19956","0013-12-18","Pinnacle","0","ChromeOS",1,0,0,62,0,0,1,4,0,0,0
"19957","0013-12-18","Pinnacle","0","Linux",1,0,0,3,0,0,1,2,0,0,0
"19959","0013-12-18","Acme","1","ChromeOS",13,8,8,750,2,9,60,85,0.615384615384615,0.153846153846154,0.692307692307692
"19960","0013-12-18","Pinnacle","1","Android",4,1,1,268,1,2,4,6,0.25,0.25,0.5
"19961","0013-12-18","Sortly","1","Android",103,61,33,3543,26,53,171,280,0.320388349514563,0.252427184466019,0.514563106796116
"19962","0013-12-18","Pinnacle","0","BlackBerry",0,0,0,15,0,0,2,1,0,0,0
"19964","0013-12-18","Pinnacle","1","Windows",25,14,11,2403,7,13,47,80,0.44,0.28,0.52
"19968","0013-12-18","Pinnacle","1","Linux",0,0,0,19,0,0,0,0,0,0,0
"19969","0013-12-18","Acme","1","Android",72,52,48,5430,6,55,251,399,0.666666666666667,0.0833333333333333,0.763888888888889
"19971","0013-12-18","Pinnacle","0","iOS",89,70,6,2009,38,15,109,191,0.0674157303370786,0.426966292134831,0.168539325842697
"19974","0013-12-18","Widgetry","0","iOS",305,288,305,42842,0,305,7698,6054,1,0,1
"19975","0013-12-18","Pinnacle","0","Android",11,6,1,167,5,2,22,42,0.0909090909090909,0.454545454545455,0.181818181818182
"19977","0013-12-18","Acme","0","Windows",17263,11746,3614,520159,2993,5541,57027,114633,0.2093494757574,0.173376585761455,0.320975496727104
"19978","0013-12-18","Botly","0","Android",60,57,60,7774,0,60,1,3,1,0,1
"19979","0013-12-18","Acme","1","iOS",570,367,350,43436,85,403,1839,2834,0.614035087719298,0.149122807017544,0.707017543859649
"19981","0013-12-18","Acme","0","BlackBerry",7,5,0,5,1,1,12,34,0,0.142857142857143,0.142857142857143
"19984","0013-12-18","Acme","1","Linux",29,19,18,1875,5,21,80,169,0.620689655172414,0.172413793103448,0.724137931034483
"19986","0013-12-18","Sortly","1","iOS",250,158,99,11475,67,130,374,426,0.396,0.268,0.52
"19988","0013-12-18","Tabular","0","iOS",237,223,237,39133,0,237,2252,3091,1,0,1
"19989","0013-12-18","Pinnacle","1","iOS",8,5,4,923,2,5,13,18,0.5,0.25,0.625
"19995","0013-12-18","Sortly","0","Android",412,286,36,3966,136,106,752,1257,0.087378640776699,0.330097087378641,0.257281553398058
"19998","0013-12-18","Sortly","1","MacOSX",1,1,1,88,0,1,3,1,1,0,1
"19999","0013-12-18","Widgetry","1","iOS",27,26,27,3179,0,27,583,432,1,0,1
"20000","0013-12-18","Sortly","0","Linux",3,2,1,34,1,1,6,13,0.333333333333333,0.333333333333333,0.333333333333333
